,sentence,DA_tag
29272,Yeah,accept
29273,Yeah,accept
29274,Uh huh,accept
29275,Uh huh,accept
29276,Uh huh,accept
29277,I haven t,reject
29278,Hit the bags,accept
29279,Right,accept
29280,well not back and forth,reject
29281,Yeah,accept
29282,Yeah,accept
29283,Yeah,accept
29284,Yes,accept
29285,Uh huh,accept
29286,Right,accept
29287,Yeah,accept
29288,Uh huh,accept
29289,Right,accept
29290,Right,accept
29291,Well how how old are you,wh-question
29292,Uh huh,accept
29293,Who moderated the first Kennedy-Nixon TV debate ?,wh-question
29294,What division are you all in,wh-question
29295,Uh huh,accept
29296,Yeah,accept
29297,"What singer became despondent over the death of Freddie Prinze , quit show business , and then quit the business ?",wh-question
29298,Bye bye,farewell
29299,Yeah,accept
29300,Yeah,accept
29301,Okay,accept
29302,Uh huh,accept
29303,Uh huh,accept
29304,Yeah,accept
29305,Oh yeah,accept
29306,Uh huh,accept
29307,Uh huh,accept
29308,Okay,accept
29309,What year was Janet Jackson 's first album released ?,wh-question
29310,Yeah,accept
29311,How can I determine the radius of an ellipse ?,wh-question
29312,Yeah,accept
29313,Bye bye,farewell
29314,Yeah,accept
29315,Uh huh,accept
29316,Uh huh,accept
29317,Uh huh,accept
29318,Which condiment was once sold as a patent medicine ?,wh-question
29319,Yeah,accept
29320,Uh huh,accept
29321,Oh,accept
29322,Yeah,accept
29323,Uh huh,accept
29324,Yeah,accept
29325,Uh huh,accept
29326,What was the name of the U.S. 's first manned space program ?,wh-question
29327,Bye,farewell
29328,Yeah,accept
29329,In what religion was Isis the nature goddess ?,wh-question
29330,Yeah,accept
29331,Who does data collection in tourism ?,wh-question
29332,yeah,accept
29333,Yeah,accept
29334,Be careful about what you say.,imperative
29335,Uh huh,accept
29336,Yeah,accept
29337,Yeah,accept
29338,What African capital is named for a U.S. president ?,wh-question
29339,Uh huh,accept
29340,Yeah,accept
29341,Uh huh,accept
29342,Right,accept
29343,Uh huh,accept
29344,Very faint Yeah,accept
29345,Good luck to you,farewell
29346,What is a fear of fish ?,wh-question
29347,Right,accept
29348,Oh,accept
29349,Right,accept
29350,What countries does the Mont Blanc Tunnel join ?,wh-question
29351,Yeah,accept
29352,yeah,accept
29353,Uh huh,accept
29354,Yeah,accept
29355,Yeah,accept
29356,Yeah,accept
29357,Yeah,accept
29358,I see,accept
29359,Uh huh,accept
29360,Uh huh,accept
29361,sure,accept
29362,Right,accept
29363,When did Mount St. Helens last erupt ?,wh-question
29364,Right,accept
29365,thank you,farewell
29366,Right,accept
29367,Yeah,accept
29368,Yeah,accept
29369,What botanical marvel did Nebuchadnezzar build ?,wh-question
29370,Yeah,accept
29371,What was the sequel to The Moon 's Balloon ?,wh-question
29372,Yeah,accept
29373,Uh huh,accept
29374,Yeah,accept
29375,Right,accept
29376,Yeah,accept
29377,yeah,accept
29378,Yeah,accept
29379,Uh huh,accept
29380,Uh huh,accept
29381,Uh huh,accept
29382,Uh huh,accept
29383,Right,accept
29384,Yeah,accept
29385,Yeah,accept
29386,Um,accept
29387,Uh huh,accept
29388,Yeah,accept
29389,Uh huh,accept
29390,Uh huh,accept
29391,Bye,farewell
29392,Uh huh,accept
29393,Right,accept
29394,Uh huh,accept
29395,Yeah,accept
29396,Uh huh,accept
29397,Uh huh,accept
29398,yeah,accept
29399,How many Beatles ' records went #1 ?,wh-question
29400,Please check the oven in five minutes.,imperative
29401,Sure,accept
29402,Uh huh,accept
29403,Launch Firefox,imperative
29404,Uh huh,accept
29405,How many bones are in the human hand ?,wh-question
29406,Uh huh,accept
29407,Laughter Right,accept
29408,Right,accept
29409,Which major diamond producer is based in South Africa ?,wh-question
29410,Right,accept
29411,Uh huh,accept
29412,Uh huh,accept
29413,Oh,accept
29414,Yeah,accept
29415,Oh yeah,accept
29416,Yeah,accept
29417,Right,accept
29418,How can I get a comic character I made copyrighted and published ?,wh-question
29419,Yeah,accept
29420,Oh yeah,accept
29421,Yeah,accept
29422,Right,accept
29423,Yeah,accept
29424,Yeah oh,accept
29425,Yeah,accept
29426,Uh huh,accept
29427,Uh huh,accept
29428,Uh huh,accept
29429,uh huh,accept
29430,Yeah,accept
29431,What is the fastest growing state in the U.S.A. in 1998 ?,wh-question
29432,Yeah,accept
29433,Uh huh,accept
29434,Yes,accept
29435,Oh laughter,accept
29436,Uh huh,accept
29437,Yeah,accept
29438,Yeah,accept
29439,Right,accept
29440,Sure,accept
29441,Enjoy your uh weekend,farewell
29442,Uh huh whistling,accept
29443,And yeah,accept
29444,Maybe,accept
29445,Yeah,accept
29446,Yeah,accept
29447,Yes,accept
29448,Okay,accept
29449,Right,accept
29450,What Homerian epic chronicles events toward the end of the Trojan Wars ?,wh-question
29451,Yes,accept
29452,Yeah,accept
29453,yeah,accept
29454,Uh huh,accept
29455,How can I give myself a French manicure ?,wh-question
29456,What state is Niagara Falls located in ?,wh-question
29457,Right,accept
29458,Okay,farewell
29459,Uh huh,accept
29460,Infant,accept
29461,Um,accept
29462,Okay,accept
29463,Yeah,accept
29464,uh huh,accept
29465,Uh huh,accept
29466,Huh,accept
29467,Uh huh,accept
29468,Yeah,accept
29469,Oh yeah,accept
29470,What is Nebraska 's most valuable resource ?,wh-question
29471,Yeah,accept
29472,So what do you think of our trial system noise,wh-question
29473,Uh huh,accept
29474,Right,accept
29475,Uh huh,accept
29476,Uh huh,accept
29477,Uh huh,accept
29478,Uh huh,accept
29479,Uh huh,accept
29480,Yeah,accept
29481,Uh huh Well,accept
29482,Yeah,accept
29483,Oh I know,accept
29484,keep it damp,accept
29485,Yes sir,accept
29486,Uh huh,accept
29487,Uh huh,accept
29488,Yeah,accept
29489,Yeah,accept
29490,That one,accept
29491,Right,accept
29492,Uh huh,accept
29493,Yeah,accept
29494,Uh huh,accept
29495,Uh huh,accept
29496,Yeah,accept
29497,make sure to pack warm clothes.,imperative
29498,Yeah,accept
29499,Uh huh,accept
29500,Uh huh,accept
29501,Oh okay,accept
29502,How many months does it take the moon to revolve around the Earth ?,wh-question
29503,All right,farewell
29504,What s what what s what is your favorite uh recipes uh that you would like to have,wh-question
29505,Yeah,accept
29506,Uh huh,accept
29507,CNN 's first broadcast occurred on what date ?,wh-question
29508,would you give,wh-question
29509,Like what um what type roses,wh-question
29510,Yeah,accept
29511,Ah,accept
29512,Yeah,accept
29513,but they put,reject
29514,Uh huh,accept
29515,Laughter Oh,accept
29516,Uh huh,accept
29517,Uh huh,accept
29518,I enjoyed talking to you,farewell
29519,Uh huh,accept
29520,Uh huh,accept
29521,Huh uh,accept
29522,Yeah,accept
29523,uh no,reject
29524,Uh huh,accept
29525,Yeah,accept
29526,Yeah,accept
29527,Uh huh,accept
29528,Yeah,accept
29529,Yeah,accept
29530,Yeah,accept
29531,Yeah,accept
29532,Uh huh,accept
29533,Yeah,accept
29534,Bye now,farewell
29535,Uh huh,accept
29536,Uh huh,accept
29537,Yeah,accept
29538,Yeah,accept
29539,Uh,accept
29540,Yeah,accept
29541,What 's the word for broken glass or sharp rocks embedded in cement on top of a wall ?,wh-question
29542,Yeah,accept
29543,Yeah,accept
29544,Uh huh,accept
29545,Uh huh,accept
29546,Uh huh,accept
29547,Yeah,accept
29548,Uh huh,accept
29549,Yeah,accept
29550,Uh huh,accept
29551,Okay,accept
29552,Right,accept
29553,Uh huh,accept
29554,Uh huh,accept
29555,First,wh-question
29556,Yeah,accept
29557,Oh Sounds like typing noises in background,accept
29558,And uh yeah,accept
29559,How does the tail affect the flight of a kite ?,wh-question
29560,Uh huh,accept
29561,Oh yeah,accept
29562,Laughter Uh huh,accept
29563,Uh huh,accept
29564,Uh huh,accept
29565,It was nice talking to you,farewell
29566,Uh huh,accept
29567,Yeah,accept
29568,Uh huh,accept
29569,Yeah,accept
29570,Well like um how does it compare to the ones in your neighborhood laughter,wh-question
29571,uh huh,accept
29572,What is Mikhail Gorbachev 's middle initial ?,wh-question
29573,Uh huh,accept
29574,But yes,accept
29575,Yeah,accept
29576,Yeah,accept
29577,Uh huh,accept
29578,Yeah,accept
29579,Right,accept
29580,What group starred in the movie Rock Around the Clock ?,wh-question
29581,Uh huh,accept
29582,Yeah,accept
29583,Oh yeah,accept
29584,Yes,accept
29585,Yeah,accept
29586,Uh huh,accept
29587,right,accept
29588,Uh huh,accept
29589,"What is a fear of odors , body , ?",wh-question
29590,Well it was good talking to you too,farewell
29591,Who is Henry Butler ?,wh-question
29592,Yes,accept
29593,Uh huh,accept
29594,Uh huh,accept
29595,Uh huh,accept
29596,Uh,accept
29597,Yeah,accept
29598,When do you get to begin with the winters and all that,wh-question
29599,Uh huh,accept
29600,What is the difference between love and infatuation ?,wh-question
29601,What part what sections are they in,wh-question
29602,their quarterback,wh-question
29603,Um,accept
29604,Uh huh,accept
29605,thanks for talking,farewell
29606,Oh,accept
29607,Uh huh,accept
29608,Yeah,accept
29609,So what s uh things that you look for when you go out to dinner,wh-question
29610,Uh huh,accept
29611,Yeah,accept
29612,Yeah,accept
29613,Yeah,accept
29614,What TV show did John Sebastian sing the theme for ?,wh-question
29615,Uh huh,accept
29616,Uh huh,accept
29617,Uh huh,accept
29618,Right,accept
29619,Uh huh,accept
29620,Yeah,accept
29621,Yeah,accept
29622,uh huh,accept
29623,Bye bye,farewell
29624,Uh huh,accept
29625,Uh huh,accept
29626,Right,accept
29627,How many milliseconds in a second ?,wh-question
29628,what have you seen lately,wh-question
29629,I don t think it s sun exposure,reject
29630,What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?,wh-question
29631,Okay,accept
29632,Uh huh,accept
29633,sure,accept
29634,Uh huh,accept
29635,Yeah,accept
29636,Uh huh,accept
29637,Uh yeah,accept
29638,Yeah,accept
29639,Yeah,accept
29640,uh huh,accept
29641,Who won the 1968 California Democratic primary ?,wh-question
29642,Uh huh,accept
29643,Oh yeah,accept
29644,Sure,accept
29645,Where is that,wh-question
29646,Yeah,accept
29647,What century does Captain Video live in ?,wh-question
29648,Yeah,accept
29649,Uh huh,accept
29650,Yeah,accept
29651,Uh huh,accept
29652,Uh huh,accept
29653,Right,accept
29654,Where about,wh-question
29655,Yeah,accept
29656,Yeah,accept
29657,Right,accept
29658,Name the only extant trilogy of classical Greek plays .,wh-question
29659,Yeah,accept
29660,Uh,accept
29661,What is the distinction of Erle Stanley Gardner 's The Case of the Terrified Typist ?,wh-question
29662,uh huh,accept
29663,Yes,accept
29664,Right,accept
29665,Note it down.,imperative
29666,Yeah,accept
29667,Uh huh,accept
29668,yes,accept
29669,"What was the first Funk 'N Lata , Brazilian group , success ?",wh-question
29670,Uh huh,accept
29671,Yeah,accept
29672,Yeah,accept
29673,Uh huh,accept
29674,Uh huh,accept
29675,Yeah,accept
29676,Yeah,accept
29677,Uh huh,accept
29678,Uh huh,accept
29679,Right,accept
29680,Uh huh,accept
29681,or,farewell
29682,What country has declared one-fifth of its territory off-limits to Russians ?,wh-question
29683,Yeah,accept
29684,Yeah,accept
29685,Bye bye,farewell
29686,Uh huh,accept
29687,Yeah,accept
29688,Well I guess what part of t what part of the country do you live in,wh-question
29689,Who is the Greek God of the Sea ?,wh-question
29690,Yeah,accept
29691,Yes,accept
29692,Sure,accept
29693,Uh huh,accept
29694,well it s nice to talk to you,farewell
29695,What part,wh-question
29696,Oh,accept
29697,Uh huh,accept
29698,Uh huh,accept
29699,Oh,accept
29700,Uh huh,accept
29701,Yeah,accept
29702,Which NBA players had jersey number 0 ?,wh-question
29703,so which uh what basketball teams are you interested in,wh-question
29704,Yeah,accept
29705,okay,accept
29706,Yeah,accept
29707,Uh huh,accept
29708,Oh yeah,accept
29709,Well from where are you calling,wh-question
29710,How long have you had it,wh-question
29711,Yeah,accept
29712,Uh huh,accept
29713,Yeah,accept
29714,What chocolate bar created by Frank Mars and his wife is often called a Milky Way with peanuts ?,wh-question
29715,Right,accept
29716,Uh huh faint,accept
29717,Yeah,accept
29718,okay,accept
29719,Uh huh,accept
29720,Yeah,accept
29721,Yeah,accept
29722,Yeah,accept
29723,We ll see you,farewell
29724,Yeah,accept
29725,Uh huh,accept
29726,Oh yeah,accept
29727,Uh huh,accept
29728,Uh well no,reject
29729,Yeah,accept
29730,All right,accept
29731,Dream big.,imperative
29732,Uh huh,accept
29733,yeah,accept
29734,Yeah,accept
29735,Yeah,accept
29736,Yeah,accept
29737,Yeah,accept
29738,Uh yeah,accept
29739,Huh uh,accept
29740,Yeah,accept
29741,Yeah,accept
29742,Oh okay,accept
29743,right,accept
29744,Uh huh,accept
29745,So yeah,accept
29746,What is the city in which Maurizio Pellegrin lives called ?,wh-question
29747,Right,accept
29748,Right,accept
29749,Uh huh,accept
29750,Uh huh,accept
29751,Yeah,accept
29752,Yeah,accept
29753,Yeah,accept
29754,"What Las Vegas hotel burned in November , 1980 , with the loss of 84 lives ?",wh-question
29755,Well well I ve enjoyed talking to you,farewell
29756,Uh huh,accept
29757,What country will hit the year 2 first ?,wh-question
29758,Yeah,accept
29759,Uh huh,accept
29760,Who wrote The Look of Love after viewing Ursula Andress ?,wh-question
29761,What colorful sea 's region does Greek legend say the Amazons lived near ?,wh-question
29762,Yeah,accept
29763,In what year did Thatcher gain power ?,wh-question
29764,Uh huh,accept
29765,Uh huh,accept
29766,Uh huh,accept
29767,"What California bridge was Don Brown the first to cross , on May 27 , 1937 ?",wh-question
29768,Who commanded the French forces at the Battle of Orleans ?,wh-question
29769,Yeah,accept
29770,Right laughter,accept
29771,Yeah,accept
29772,What instrument does he play,wh-question
29773,What lake is Sheboygan on ?,wh-question
29774,Uh huh,accept
29775,Okay,farewell
29776,Uh huh,accept
29777,Yeah,accept
29778,Okay,accept
29779,Uh huh,accept
29780,Yeah,accept
29781,Uh huh,accept
29782,Yeah,accept
29783,Yeah,accept
29784,Uh huh,accept
29785,Uh huh,accept
29786,Uh huh,accept
29787,Uh huh,accept
29788,Yeah,accept
29789,Uh huh,accept
29790,Yeah,accept
29791,Uh huh,accept
29792,Oh,accept
29793,Well nice talking to you Cheryl,farewell
29794,Yeah,accept
29795,Uh huh,accept
29796,Uh huh,accept
29797,Uh huh,accept
29798,Uh huh,accept
29799,Yeah,accept
29800,Oh,accept
29801,Right,accept
29802,Uh huh,accept
29803,Yeah,accept
29804,Right,accept
29805,Uh huh,accept
29806,You too,farewell
29807,Reach for the sky!,imperative
29808,Yeah,accept
29809,Laughter Thanks,farewell
29810,Right,accept
29811,How do you calculate the change in enthalpy of a chemical reaction ?,wh-question
29812,Well let s hope neither one of us ever has to run into this subject we were discussing,farewell
29813,Yeah,accept
29814,Oh yeah,accept
29815,Uh huh,accept
29816,Yeah,accept
29817,Yeah,accept
29818,Uh huh,accept
29819,Yeah,accept
29820,Wow,accept
29821,How many meters are in a mile ?,wh-question
29822,Uh huh,accept
29823,uh huh,accept
29824,Uh huh,accept
29825,How did people respond to the idea of the first millenium ?,wh-question
29826,W where do you work,wh-question
29827,Uh okay,accept
29828,Uh huh,accept
29829,Why are ice cream sundaes called sundaes ?,wh-question
29830,Okay,accept
29831,Well this has been really interesting,farewell
29832,Uh huh,farewell
29833,Yeah,accept
29834,Uh not that I know of,reject
29835,well okay,farewell
29836,Yeah,accept
29837,Yeah,accept
29838,Uh huh,farewell
29839,And how old is your baby,wh-question
29840,Oh yeah,accept
29841,So long,farewell
29842,Oh,accept
29843,Well how old are you,wh-question
29844,Yeah,accept
29845,Uh huh,accept
29846,What stadium do the Miami Dolphins play their home games in ?,wh-question
29847,Well that is one problem,accept
29848,Uh huh,accept
29849,Yeah,accept
29850,Uh huh,accept
29851,Uh huh,accept
29852,yeah,accept
29853,Yeah,accept
29854,You too,farewell
29855,Uh huh,accept
29856,What is artificial intelligence ?,wh-question
29857,Uh huh,accept
29858,Uh huh,accept
29859,Uh huh,accept
29860,Yeah,accept
29861,Yeah,accept
29862,yeah,accept
29863,Don't eat the cookies,imperative
29864,Bye bye,farewell
29865,Uh huh,accept
29866,Yeah,accept
29867,Uh huh,accept
29868,Yeah,accept
29869,Why do they sterilize the needle for lethal injection ?,wh-question
29870,yeah,accept
29871,Yeah,accept
29872,yeah,accept
29873,You know,accept
29874,Yeah,accept
29875,Yeah,accept
29876,Oh,accept
29877,Why are haunted houses popular ?,wh-question
29878,uh huh,accept
29879,Yeah,accept
29880,Yeah,accept
29881,Okay,accept
29882,Go back to Mississippi,imperative
29883,Uh huh,accept
29884,take care,farewell
29885,Okay,farewell
29886,Don't go anywhere.,imperative
29887,Uh huh,accept
29888,Yes laughter,accept
29889,Right,accept
29890,Cancel the order.,imperative
29891,Yeah,accept
29892,Uh huh,accept
29893,Yeah,accept
29894,Yeah,accept
29895,What was your name again,wh-question
29896,What was another name for East Germany ?,wh-question
29897,Yeah,accept
29898,Yeah,accept
29899,Uh huh,accept
29900,Um what kind of what kind of,wh-question
29901,Yeah,accept
29902,Uh huh,accept
29903,All right,farewell
29904,What is `` the taste that beats the others cold '' ?,wh-question
29905,Yes,accept
29906,Yes,accept
29907,Huh,accept
29908,Yeah,accept
29909,Uh huh,accept
29910,Oh,accept
29911,Oh yeah,accept
29912,Uh huh,accept
29913,You too,farewell
29914,Uh huh,accept
29915,Yeah,accept
